Idea Number,Channel,Theme,What are the challenges/issues raised?,What is the proposed solution?
641,اللقاء,التسويق الترابي,الموقع الأثري غير معروف محليا وطنيا ودوليا ، غياب فضاءات ترفيهية به و ضعف التشوير + عدم نشر البحوث حوله + قلة الموارد البشرية المكونة والباحثين,إعداد خطة تسويقيه وعلمية لتسويق موقع ليكسوس الأثري، وتشمل الخطة :التعريف بالموقع + تجهيزات كبنايات الاستقبال + دعم نشر البحوث المتعلقة بالموقع + توفير الموارد البشرية
642,اللقاء,التسويق الترابي,غياب الاهتمام بالتراث المادي ولا مادي,التعريف في المنتجات الفلاحية والبحرية (الفواكه الحمراء السردين و...)
643,اللقاء,التسويق الترابي,ضعف تمويل المهرجانات ‏الثقافية والفنية,دعم تمويل المهرجانات الثقافية والفنية بعد التدقيق والاختيار بطريقة شفافة
646,اللقاء,التسويق الترابي,‏عدم تجميع الوثائق التاريخية وغياب متحف مكتبة خاصة بالأرشيف و تاريخ المدينة,خلق رواق بالجماعة يعرف بتاريخ المدينة والشخصيات البارزة
653,اللقاء,التواصل,قلة اللقاءات ‏التواصلية مع المواطنين والمواطنة,‏خلق لقاءات تواصولية و دراسية وندوات وموائد مستديرة بشكل دوري مع المواطنين والمواطنة وجمعيات الأحياء
655,اللقاء,التواصل,ضعف التشوير بالنسبة للملحقات داخل مركز الجماعة,‏ ‏وضع خريطة ‏لملحقات الجماعة بالمدينة في مدخل الجماعة
656,اللقاء,التواصل,ضعف تكوين الموارد البشرية في التواصل,تنظيم دورات تكوينية في التواصل لفائدة الموارد البشرية + إعادة هيكلة مصلحة التواصل في الجماعة وتضمين موظفين آخرين فيها
657,اللقاء,التنمية الاجتماعية,الاشكال : الإنارة العمومية في الأحياء الهامشية,فتح بوابة إلكترونية أو رقم أخضر للإخبار بالأماكن التي هي في حاجة للإنارة العمومية
659,اللقاء,التنمية الاجتماعية,غياب ونقص في ‏لولوجيات,‏العمل على تعميم الولوجيات بالأماكن العامة والأرصفه ثم المؤسسات والمرافق العمومية
660,اللقاء,التنمية الاجتماعية,‏عدم وجود فضاء مخصص للمجتمع المدني من أجل تبادل الأفكار والتجارب و التشبيك,‏إحداث مركز للتعلم مدى الحياة لتيسير الوصول للمعرفة وتمكين الجمعيات من الفضاء لتنظيم أنشطتها التكوينية والتحسيسية على غرار فضاء المجتمع المدني، أو مكتب المواطن
661,اللقاء,التنمية الاجتماعية,احتكار الأرصفة استغلال الملك العام / الاشكال الباعة المتجولون,‏القيام بدراسة ميدانية لقياس ومعاينة حجم المساحة المحتكرة والمحتلة، والعمل على إعداد بيانات حولها ،بهدف تنظيم أيام دراسية حولها وتحويل المشكل من معاناة فردية لمشكل رأي ‏عام محلي
664,اللقاء,خدمات ذات جودة,مشكل ‏الاكتضاض ‏ بالمقاطعات + ‏هدر الوقت,رقمنة خدمات الجماعة مع إعطاء الأولوية للحل المدنية ومكتب الضبط
665,اللقاء,خدمات ذات جودة,‏غياب المراحيض العمومية,احداث مراحيض عمومية ومراقبتها
667,اللقاء,خدمات ذات جودة,قوارب لنقل المصطافين ممنوعة من التنقل,"مراقبة وتتبع عمل قوارب النقل السياحي + تكوين خاص بأصحابها 
رخصة خاصة على غرار رخصة الثقة لإعادة الاعتبار ‏التراث اللامادي البحري وخصوصيات مدينة العرائش"
668,اللقاء,التنمية الاجتماعية,مشكل التشوير والجولان,خلق لجنة مشتركة تضم المجتمع المدني لتتبع مشكل الولوجيات و حل مرقمن
670,اللقاء,الشفافية والمساءلة,ضعف في النشر الاستباقي للمعلومة,"تعزيز الثقة بين المواطن والجماعة ترابية من خلال خلق آليات التواصل والشفافية و المساءلة والمشاركة المواطنة من خلال العمل بتعاون وثيق مع المجتمع المدني لمواجهة التحديات.
النشر الاستباقي للمعلومة الذي سوف يساعد الادارة في عملية التدبير الاداري اليومي كما سيعطي للمواطن وضوحا حول كيفية معالجة متطلبات ه و غيرهم 
تفعيل الموقع الرسمي للجماعة ."
